transaction_id,amount,category,merchant,payment_method,location,is_fraud,year,month,day
154,11847,1,12,1,2,0,2026,1,27
155,35770,3,11,0,1,0,2026,5,16
156,5710,1,7,0,3,0,2026,2,1
157,7605,5,19,2,4,1,2026,4,8
158,7414,1,7,0,3,0,2026,3,23
159,3531,2,10,1,1,0,2026,5,2
160,12586,0,20,1,0,0,2026,3,6
161,20541,3,11,2,2,0,2026,6,18
162,7763,5,18,0,0,0,2026,3,19
163,13181,0,9,0,3,0,2026,2,17
164,3548,2,16,1,2,0,2026,1,17
165,42825,4,17,0,4,1,2026,5,1
166,12803,1,3,1,0,0,2026,2,1
167,11128,0,9,2,3,0,2026,4,21
168,13957,3,11,1,2,0,2026,4,6
169,5833,2,16,0,4,0,2026,3,6
170,10982,4,0,1,4,0,2026,4,8
171,15345,4,17,0,1,1,2026,1,12
172,33725,4,17,0,2,0,2026,3,19
173,29429,4,6,1,1,0,2026,3,30
174,31055,4,17,1,3,0,2026,1,3
175,21545,0,5,1,2,0,2026,2,20
176,17038,1,7,1,1,0,2026,3,9
177,32537,4,0,1,4,0,2026,1,15
178,1697,2,10,2,1,1,2026,1,7
179,5541,1,3,2,2,0,2026,2,18
180,21701,3,13,0,1,0,2026,4,4
181,30569,3,11,2,2,0,2026,1,12
182,22325,3,11,1,1,0,2026,6,23
183,12619,1,12,2,4,0,2026,1,26
184,12286,4,0,1,3,0,2026,2,23
185,5342,5,19,0,0,0,2026,2,3
186,1179,2,15,1,1,0,2026,2,2
187,3938,2,10,2,3,0,2026,4,29
188,5916,2,15,1,1,0,2026,2,24
189,16342,4,17,1,3,1,2026,4,14
190,2507,1,12,2,2,0,2026,3,4
191,16536,3,11,1,0,0,2026,6,1
192,10968,1,3,1,0,0,2026,3,28
193,3649,1,7,2,3,0,2026,4,5
194,10918,1,7,1,0,0,2026,2,25
195,30492,4,0,1,1,0,2026,2,17
196,4739,5,18,0,2,0,2026,5,31
197,10354,1,12,1,1,0,2026,3,20
198,29539,3,13,2,0,0,2026,4,3
199,2161,2,16,1,1,0,2026,2,19
200,2054,2,15,0,0,0,2026,1,31
201,15647,1,3,2,0,0,2026,2,5
202,16933,0,5,2,0,0,2026,3,25
203,6555,2,10,2,2,0,2026,3,27
204,1973,5,19,2,4,0,2026,2,20
205,16988,1,7,2,1,0,2026,2,17
206,38676,3,11,2,1,0,2026,6,9
207,1015,2,2,0,0,0,2026,2,20
208,5021,5,18,2,2,0,2026,2,23
209,11766,1,7,2,1,0,2026,4,25
210,3254,5,1,0,0,0,2026,5,8
211,4772,2,15,0,1,0,2026,2,19
212,15936,0,20,0,2,0,2026,2,5
213,14266,0,5,1,3,0,2026,6,26
214,5081,5,18,0,1,0,2026,3,8
215,4673,2,2,0,0,0,2026,2,5
216,5487,2,16,1,3,0,2026,5,5
217,28356,3,11,0,3,0,2026,5,22
218,1475,2,16,1,2,0,2026,5,13
219,1021,0,9,2,4,0,2026,1,3
220,10017,3,13,0,3,0,2026,1,6
221,14541,0,9,2,4,0,2026,2,27
222,8032,0,9,1,0,0,2026,3,19
223,7692,5,18,2,0,0,2026,5,3
224,36699,3,8,0,2,0,2026,6,9
225,2338,1,12,1,0,0,2026,2,28
226,2143,0,9,1,2,0,2026,6,25
227,23652,0,9,0,0,0,2026,4,29
228,46447,4,17,0,3,0,2026,2,26
229,4826,1,12,0,2,0,2026,2,12
230,5896,2,15,1,0,0,2026,5,2
231,17932,4,17,1,3,0,2026,1,25
232,17063,0,5,2,1,1,2026,6,13
233,5314,5,19,2,0,0,2026,6,7
234,6109,0,9,2,0,0,2026,1,21
235,5256,3,13,0,2,0,2026,4,26
236,1353,5,19,0,3,0,2026,3,30
237,5701,0,20,0,4,0,2026,2,21
238,55337,4,17,0,0,0,2026,5,30
239,11821,0,9,1,3,0,2026,6,16
240,6802,2,15,1,1,0,2026,5,31
241,6536,2,15,0,2,0,2026,5,9
242,10358,0,9,1,3,0,2026,6,27
243,6289,1,3,2,0,0,2026,1,27
244,7236,5,1,1,1,1,2026,6,13
245,49011,4,17,0,2,0,2026,1,16
246,1498,2,16,1,3,0,2026,6,8
247,52205,4,6,2,2,0,2026,1,25
248,18263,0,5,2,1,0,2026,5,25
249,16640,0,5,0,0,0,2026,3,7
250,37294,3,13,0,1,0,2026,5,7
251,6031,2,2,2,0,0,2026,6,25
252,5264,2,10,0,3,0,2026,2,8
253,5352,5,14,1,2,0,2026,2,9
254,5643,5,18,1,0,0,2026,5,24
255,7088,5,19,0,4,0,2026,4,4
256,7377,2,2,1,2,0,2026,1,3
257,1040,5,14,0,0,0,2026,2,11
258,52577,4,4,1,3,0,2026,5,22
259,56239,4,0,2,3,0,2026,3,30
260,22122,4,6,1,2,0,2026,3,5
261,14593,1,3,2,3,0,2026,4,28
262,908,5,19,1,3,0,2026,3,20
263,34331,3,13,0,3,1,2026,2,2
264,4372,2,16,0,1,0,2026,6,15
265,20974,0,20,1,2,0,2026,6,12
266,2453,2,16,0,4,0,2026,1,28
267,13662,1,7,2,3,0,2026,5,11
268,3614,1,3,1,2,0,2026,1,14
269,2036,2,15,0,4,0,2026,6,1
270,11004,0,9,0,2,0,2026,4,22
271,7922,5,14,0,0,0,2026,2,21
272,7066,5,1,1,3,0,2026,3,20
273,4684,5,1,1,1,0,2026,4,29
274,16397,0,20,0,0,0,2026,1,29
275,8759,1,12,2,0,0,2026,3,13
276,28125,3,11,2,3,0,2026,4,28
277,1046,1,12,0,1,0,2026,2,7
278,11004,1,3,1,0,0,2026,2,12
279,16477,1,7,0,4,0,2026,2,24
280,2200,2,2,2,4,0,2026,2,9
281,27885,4,6,2,3,0,2026,1,27
282,9964,4,17,1,4,0,2026,5,23
283,4963,2,15,2,4,0,2026,4,24
284,10905,3,13,0,1,0,2026,5,14
285,50763,4,17,1,0,0,2026,5,9
286,5252,5,18,0,4,0,2026,6,27
287,470,5,18,0,4,0,2026,3,21
288,28593,3,11,2,1,0,2026,3,24
289,4817,2,15,1,2,0,2026,6,24
290,4021,2,10,0,1,0,2026,4,28
291,24370,0,9,2,1,0,2026,3,24
292,20439,0,20,0,3,0,2026,1,12
293,16254,4,17,0,4,0,2026,4,7
294,6068,5,18,1,2,0,2026,5,8
295,5638,1,3,2,3,0,2026,4,30
296,13017,0,9,0,3,0,2026,6,19
297,18671,3,11,1,4,0,2026,1,28
298,5614,0,9,2,0,0,2026,3,28
299,18818,1,3,2,4,0,2026,4,11
300,3953,2,15,0,3,1,2026,4,24
301,49342,4,17,1,1,1,2026,5,11
302,19969,4,4,2,0,1,2026,1,31
303,3171,5,14,0,2,0,2026,3,7
304,13448,0,9,0,4,0,2026,1,30
305,4218,1,7,2,4,0,2026,4,27
306,20949,0,5,1,1,1,2026,1,28
307,2030,5,18,2,2,0,2026,6,15
308,35391,4,6,1,1,0,2026,2,3
309,5725,1,3,2,4,0,2026,6,14
310,6630,2,2,1,2,0,2026,3,22
311,19603,1,3,1,1,0,2026,2,14
312,6155,2,10,0,4,0,2026,3,21
313,2181,5,14,2,1,0,2026,4,27
314,9404,1,7,2,0,0,2026,5,29
315,2029,0,5,0,2,0,2026,5,24
316,51044,4,0,0,3,0,2026,6,29
317,6065,5,1,2,4,0,2026,3,30
318,15600,3,8,0,1,0,2026,5,13
319,2619,1,7,1,1,0,2026,5,12
320,1391,2,2,2,0,0,2026,4,23
321,662,5,1,0,1,0,2026,1,21
322,11815,0,5,1,4,0,2026,1,14
323,4325,5,1,0,0,0,2026,1,17
324,1446,2,2,1,1,0,2026,2,22
325,2554,0,20,2,1,0,2026,2,13
326,25965,3,13,2,3,0,2026,6,1
327,39731,4,17,1,4,0,2026,5,11
328,818,2,15,0,0,0,2026,1,28
329,5973,5,1,1,1,0,2026,1,20
330,4781,1,3,2,1,0,2026,6,4
331,30356,3,11,0,1,0,2026,3,13
332,12343,0,5,0,1,0,2026,3,15
333,16677,1,3,1,3,0,2026,5,29
334,2982,2,10,0,4,0,2026,3,30
335,25011,3,13,2,1,0,2026,5,18
336,5473,1,7,2,3,0,2026,3,5
337,3209,5,14,0,0,0,2026,3,10
338,8328,1,12,0,1,0,2026,5,26
339,5373,5,14,2,1,0,2026,1,8
340,11312,3,8,1,1,0,2026,3,2
341,25141,3,8,0,4,0,2026,5,10
342,2000,2,15,1,4,0,2026,3,7
343,28866,4,0,2,2,0,2026,5,16
344,8143,1,12,1,4,0,2026,4,16
345,36170,4,6,1,0,0,2026,2,10
346,21966,3,8,1,4,0,2026,4,12
347,3974,3,13,1,4,0,2026,2,7
348,17788,3,11,2,1,0,2026,1,28
349,1872,0,9,2,4,0,2026,1,14
350,10188,3,8,1,2,0,2026,1,27
351,3988,2,2,2,0,0,2026,3,5
352,32253,4,0,2,0,0,2026,3,19
353,2296,1,7,2,3,0,2026,5,11
354,4949,3,13,0,1,0,2026,2,24
355,5391,5,14,0,4,0,2026,5,1
356,2423,5,19,2,0,0,2026,2,25
357,2391,0,9,0,4,0,2026,3,15
358,17013,0,5,0,4,0,2026,4,19
359,24868,0,5,1,3,0,2026,5,16
360,1498,5,18,0,0,0,2026,1,15
361,7232,5,19,0,4,0,2026,1,15
362,42647,4,6,0,3,0,2026,3,28
363,21008,0,5,0,4,0,2026,6,4
364,7806,1,7,1,1,0,2026,2,5
365,15740,3,13,2,0,0,2026,6,25
366,16146,3,11,0,4,0,2026,2,22
367,7432,2,16,0,1,0,2026,2,4
368,6592,5,18,2,1,0,2026,5,7
369,7668,5,18,2,0,0,2026,5,2
370,3659,5,1,0,0,0,2026,5,13
371,19392,4,4,0,1,0,2026,3,2
372,52747,4,4,0,0,0,2026,2,9
373,21441,4,4,2,4,0,2026,1,1
374,7155,3,8,2,4,0,2026,3,10
375,14498,1,3,1,2,0,2026,5,14
376,20717,0,20,2,0,0,2026,5,20
377,7437,5,19,1,2,0,2026,3,17
378,18352,4,4,2,0,0,2026,4,10
379,7171,2,15,2,4,0,2026,6,6
380,5437,2,10,1,0,0,2026,5,7
381,2460,5,14,2,4,0,2026,5,3
382,19321,1,7,0,2,1,2026,1,21
383,2297,5,1,0,1,0,2026,1,12
384,58600,4,0,0,4,0,2026,5,6
385,6708,2,2,2,3,0,2026,3,16
386,7951,5,1,2,4,0,2026,6,13
387,7757,5,18,2,4,1,2026,4,18
388,47818,4,4,2,0,1,2026,5,21
389,7845,5,18,1,1,0,2026,5,25
390,13717,1,7,2,2,0,2026,5,19
391,3999,5,14,0,2,0,2026,3,23
392,1307,2,15,2,3,0,2026,4,13
393,4477,5,18,1,3,0,2026,3,25
394,510,2,15,2,4,0,2026,4,22
395,2950,5,19,0,3,0,2026,2,22
396,6369,2,2,0,1,0,2026,5,19
397,14520,0,9,0,3,0,2026,1,28
398,8492,4,6,0,4,0,2026,5,2
399,3726,2,16,2,4,0,2026,6,5
400,23476,3,8,0,0,0,2026,5,22
401,1484,5,14,1,1,0,2026,5,25
402,6507,1,12,0,3,0,2026,3,26
403,4431,2,16,1,0,0,2026,1,28
404,5749,5,19,2,2,0,2026,1,19
405,10883,4,0,0,0,0,2026,3,28
406,11407,4,0,2,2,0,2026,1,31
407,31136,3,11,1,1,0,2026,2,6
408,552,5,19,2,2,0,2026,1,15
409,3593,2,16,2,1,0,2026,6,28
410,6277,5,18,0,1,0,2026,6,26
411,19074,0,5,0,4,0,2026,1,6
412,41661,4,4,2,1,0,2026,3,13
413,16945,3,11,2,0,0,2026,1,12
414,20682,3,8,1,3,0,2026,3,29
415,7552,2,2,0,2,0,2026,4,9
416,1517,5,1,0,3,0,2026,4,13
417,30475,3,8,1,1,0,2026,1,9
418,3113,5,1,0,4,0,2026,3,13
419,2756,0,20,1,1,0,2026,4,24
420,1942,5,1,2,4,0,2026,4,2
421,33128,3,13,1,4,0,2026,6,26
422,13366,3,11,1,3,0,2026,4,3
423,1400,5,14,2,0,0,2026,5,19
424,15728,3,13,0,0,0,2026,6,4
425,4638,5,1,2,2,0,2026,6,13
426,16042,0,20,0,3,0,2026,2,6
427,12273,3,13,0,4,0,2026,6,6
428,3399,2,15,0,3,0,2026,1,22
429,2482,2,16,0,3,0,2026,4,18
430,11352,4,6,1,4,0,2026,4,12
431,2915,2,2,0,4,0,2026,6,29
432,9186,1,3,0,2,0,2026,4,29
433,9124,1,12,0,1,0,2026,5,19
434,4523,5,1,2,1,0,2026,1,28
435,6074,5,14,2,3,0,2026,3,11
436,9331,4,4,2,0,0,2026,6,20
437,589,5,1,2,3,0,2026,5,1
438,16209,3,8,2,4,0,2026,4,17
439,56039,4,4,0,2,0,2026,2,8
440,1551,1,3,1,1,1,2026,1,15
441,21114,0,9,1,4,0,2026,5,12
442,19216,4,0,1,4,0,2026,3,4
443,3771,2,15,1,3,0,2026,5,13
444,15206,3,13,2,3,0,2026,2,11
445,14522,0,9,2,4,0,2026,5,8
446,5398,2,16,0,1,0,2026,6,11
447,3267,5,14,2,0,0,2026,4,3
448,2668,5,14,2,3,0,2026,5,23
449,13601,4,6,2,3,0,2026,5,15
450,50803,4,0,2,2,1,2026,6,25
451,15802,1,12,0,2,0,2026,4,20
452,735,2,15,0,2,0,2026,3,15
453,2033,5,14,1,1,0,2026,4,10
454,30894,4,17,1,3,0,2026,4,22
455,11836,4,0,1,3,0,2026,4,8
456,5638,2,10,1,2,0,2026,3,8
457,6301,2,10,0,1,0,2026,1,12
458,19970,1,3,2,2,0,2026,5,26
459,41950,4,17,1,3,1,2026,3,15
460,10555,0,20,0,2,0,2026,1,30
461,2770,1,3,1,1,0,2026,2,27
462,710,2,16,0,3,0,2026,1,30
463,4394,1,12,0,4,0,2026,3,7
464,2337,2,10,1,1,0,2026,1,4
465,56920,4,4,1,2,1,2026,4,24
466,6073,2,10,0,3,0,2026,5,20
467,11373,1,12,0,2,0,2026,5,6
468,3139,5,18,0,0,0,2026,2,14
469,438,5,18,2,0,0,2026,4,18
470,20175,0,5,1,1,0,2026,6,3
471,26947,3,8,2,0,0,2026,4,20
472,5734,2,10,1,1,0,2026,1,4
473,3343,1,12,1,2,0,2026,6,6
474,7387,1,12,2,3,0,2026,1,1
475,15715,1,12,2,3,0,2026,3,25
476,9071,0,9,2,4,0,2026,1,28
477,45276,4,17,2,4,1,2026,5,4
478,33462,4,0,2,3,0,2026,1,12
479,6392,2,2,0,1,0,2026,2,21
480,23075,4,4,2,1,0,2026,5,13
481,2236,5,19,0,3,0,2026,5,13
482,8052,4,6,2,1,0,2026,1,11
483,21098,3,11,2,4,0,2026,1,5
484,7231,1,3,1,4,0,2026,3,16
485,4493,2,15,1,0,0,2026,3,25
486,9724,0,5,1,1,0,2026,3,10
487,655,2,16,0,4,0,2026,5,1
488,16950,1,12,0,3,0,2026,4,2
489,6400,5,19,2,3,0,2026,2,20
490,3382,3,11,2,1,0,2026,5,15
491,21672,4,0,0,0,0,2026,1,3
492,1007,5,14,1,0,0,2026,2,18
493,10378,1,12,2,0,0,2026,4,17
494,2153,5,19,1,2,0,2026,4,29
495,305,5,14,2,0,1,2026,3,3
496,1506,2,15,1,0,0,2026,2,1
497,36862,4,17,1,3,0,2026,6,6
498,1179,2,10,0,4,0,2026,5,15
499,26190,4,4,2,4,0,2026,1,10
500,13764,1,7,1,0,0,2026,3,16
501,7272,5,19,1,2,0,2026,4,14
502,17864,0,20,2,4,0,2026,6,17
503,5076,2,16,2,0,0,2026,4,12
504,4774,3,13,2,0,0,2026,6,15
505,4325,5,19,0,2,0,2026,1,27
506,7017,2,15,2,2,0,2026,2,6
507,3143,5,14,0,3,0,2026,4,12
508,15922,1,3,1,4,0,2026,4,30
509,6055,5,18,2,1,0,2026,1,16
510,4535,5,19,2,3,0,2026,1,23
511,8100,0,5,1,1,0,2026,1,22
512,16773,0,9,0,3,0,2026,5,26
513,38385,4,6,1,3,0,2026,2,1
514,934,2,2,0,4,0,2026,6,25
515,52351,4,6,2,1,1,2026,1,2
516,7672,1,12,1,0,0,2026,3,2
517,2227,0,20,0,3,0,2026,3,18
518,15896,0,5,0,1,0,2026,4,30
519,7990,2,10,0,4,0,2026,6,7
520,6130,3,13,2,1,0,2026,6,11
521,22483,0,20,2,1,0,2026,6,27
522,1774,1,7,0,1,0,2026,4,21
523,17977,3,8,1,3,0,2026,4,15
524,44776,4,6,0,4,0,2026,4,30
525,4390,2,15,1,3,0,2026,1,8
526,5848,2,16,2,1,1,2026,5,12
527,25838,3,8,2,4,0,2026,2,27
528,40816,4,6,1,4,1,2026,5,5
529,35328,4,4,2,3,0,2026,2,28
530,15602,4,6,1,0,0,2026,6,18
531,49382,4,17,2,0,0,2026,2,25
532,46644,4,6,2,3,0,2026,5,24
533,11297,4,6,1,0,0,2026,5,21
534,49091,4,0,0,0,0,2026,3,29
535,6951,1,12,1,0,0,2026,6,28
536,7913,5,1,0,1,0,2026,5,20
537,9229,0,20,0,2,0,2026,4,27
538,2884,2,16,2,2,0,2026,5,24
539,2252,2,2,0,3,0,2026,1,22
540,3421,2,16,2,4,0,2026,6,5
541,44017,4,17,1,2,0,2026,5,8
542,4560,2,15,2,1,0,2026,3,19
543,1027,5,14,0,2,0,2026,1,7
544,1520,2,10,2,3,0,2026,4,28
545,2676,2,10,2,3,0,2026,5,3
546,770,5,14,1,3,0,2026,1,24
547,6873,5,18,2,3,1,2026,1,24
548,38788,3,11,0,3,0,2026,1,18
549,2824,1,12,2,4,0,2026,5,8
550,2452,2,16,1,2,1,2026,4,21
551,12614,1,3,0,0,0,2026,1,30
552,12552,4,17,0,4,0,2026,5,21
553,15984,1,12,1,4,0,2026,3,4
554,5947,2,15,2,1,0,2026,1,19
555,3305,3,13,2,2,0,2026,2,25
556,1616,2,15,1,2,0,2026,1,19
557,4229,5,14,0,2,0,2026,5,18
558,14585,0,20,1,4,0,2026,6,27
559,15064,1,3,2,2,1,2026,3,10
560,9445,0,5,0,3,0,2026,6,26
561,38828,3,11,2,1,0,2026,5,10
562,20824,3,13,1,3,0,2026,3,11
563,1325,5,14,2,3,1,2026,3,9
564,7442,2,2,0,1,0,2026,4,3
565,2552,2,10,2,2,0,2026,1,26
566,352,5,1,1,1,0,2026,3,29
567,29648,4,4,1,0,0,2026,5,28
568,8295,1,3,2,3,0,2026,4,28
569,17549,3,13,0,3,0,2026,6,24
570,8511,1,3,2,2,0,2026,1,31
571,18874,1,12,0,3,0,2026,3,3
572,44686,4,4,1,2,0,2026,3,16
573,26181,3,11,1,3,0,2026,1,25
574,9343,3,13,1,0,0,2026,4,14
575,5750,2,16,1,1,0,2026,6,10
576,11827,1,12,2,2,0,2026,2,4
577,7361,2,2,2,1,0,2026,3,11
578,1896,5,1,1,0,0,2026,2,20
579,22725,4,0,1,0,0,2026,2,7
580,27875,3,8,0,0,0,2026,6,20
581,7036,2,15,1,0,0,2026,3,14
582,44736,4,4,1,2,0,2026,2,14
583,5589,2,2,2,0,0,2026,2,19
584,33255,3,8,1,1,0,2026,5,21
585,1070,1,12,2,4,0,2026,3,30
586,23269,4,4,2,3,0,2026,2,21
587,6982,5,14,2,4,0,2026,1,13
588,15447,1,7,0,4,0,2026,5,25
589,36076,3,8,1,0,0,2026,5,16
590,1623,2,10,2,1,0,2026,1,5
591,37159,3,13,2,1,0,2026,5,31
592,7678,1,12,0,0,0,2026,6,25
593,14181,0,5,1,2,0,2026,4,14
594,24488,3,11,2,4,0,2026,2,20
595,23618,0,9,1,0,0,2026,2,10
596,2427,0,9,1,4,0,2026,6,13
597,6023,1,12,2,3,0,2026,1,16
598,17233,4,6,1,1,1,2026,2,15
599,560,5,14,0,2,0,2026,1,29
600,10450,3,8,0,1,0,2026,2,17
601,57093,4,6,2,3,0,2026,3,1
602,6983,2,16,0,4,0,2026,2,13
603,5793,1,3,1,0,0,2026,2,4
604,4125,5,19,2,2,0,2026,3,29
605,6311,1,12,1,1,0,2026,6,10
606,18640,3,8,1,1,0,2026,4,5
607,22993,3,13,2,0,0,2026,1,29
608,44921,4,17,0,2,1,2026,4,8
609,15308,0,9,2,0,0,2026,6,16
610,15621,0,9,1,1,0,2026,1,9
611,12093,0,5,1,0,0,2026,4,28
612,27789,3,13,1,0,0,2026,5,29
613,16538,0,9,1,4,0,2026,3,3
614,23204,0,20,2,3,0,2026,5,7
615,17118,4,6,1,0,0,2026,5,4
616,6633,2,10,0,4,0,2026,3,30
617,18827,1,7,1,1,0,2026,6,29
618,7552,2,10,2,1,0,2026,2,23
619,19373,3,13,0,3,0,2026,4,3
620,7280,5,18,0,1,0,2026,3,24
621,1939,5,1,2,1,0,2026,6,22
622,4229,2,16,2,3,0,2026,5,11
623,18356,0,20,2,0,0,2026,5,11
624,31276,3,8,2,3,0,2026,5,20
625,1420,1,3,1,0,0,2026,1,9
626,2954,1,3,1,2,0,2026,1,18
627,5737,1,7,2,0,0,2026,5,13
628,7519,5,14,2,2,0,2026,2,14
629,13990,1,12,1,1,0,2026,4,1
630,13747,4,6,1,0,0,2026,5,14
631,7953,5,14,0,0,0,2026,4,9
632,12613,1,7,0,4,0,2026,3,14
633,686,5,19,2,3,0,2026,1,4
634,3684,5,14,2,4,0,2026,5,27
